"id_student_panel","subject","grade","treated","school","cd_etab","chain_id","scale_linked","theta_linked"
"Y3P_4960","Maths",3,0,"ECOLE PRIMAIRE ERHAMNA","01621L","maths_chain2",TRUE,0.4186359315795
"Y3P_4970","Maths",3,1,"ECOLE TIKNI","08099C","maths_chain2",TRUE,0.292828499680342
"Y3P_4981","Maths",3,0,"OUM EL BANINE","26368K","maths_chain2",TRUE,-0.987246089057543
"Y3P_4985","Maths",3,1,"ABDERRAHMANE HJIRA","24457H","maths_chain2",TRUE,-0.146310103433408
"Y3P_4998","Maths",3,0,"ABI BAKR ESSADDIK","01727B","maths_chain2",TRUE,-0.231458060142169
"Y3P_5000","Maths",3,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","maths_chain2",TRUE,0.536849692132646
"Y3P_5038","Maths",3,1,"ECOLE PRIMAIRE ENNOUR","26477D","maths_chain2",TRUE,0.226646953301275
"Y3P_5043","Maths",3,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","maths_chain2",TRUE,0.702371254301949
"Y3P_5051","Maths",3,0,"E ERRAHMA","20901T","maths_chain2",TRUE,-0.622085437039241
"Y3P_5061","Maths",3,0,"E ERRAHMA","20901T","maths_chain2",TRUE,0.292828499680342
"Y3P_5086","Maths",3,0,"AHMED BOUKMAKH","26501E","maths_chain2",TRUE,0.0866786789782106
"Y3P_5091","Maths",3,1,"ECOLE PRIMAIRE ENNOUR","26477D","maths_chain2",TRUE,0.478615043457718
"Y3P_5100","Maths",3,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","maths_chain2",TRUE,0.536849692132646
"Y3P_5133","Maths",3,0,"E DRISS BENZAKRI","25969B","maths_chain2",TRUE,0.95372747704972
"Y3P_5141","Maths",3,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,0.0123902958534408
"Y3P_5150","Maths",3,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,-0.321051723435951
"Y3P_5154","Maths",3,1,"ECOLE EL KARIA","08207V","maths_chain2",TRUE,0.0123902958534403
"Y3P_5160","Maths",3,1,"ECOLE EL KARIA","08207V","maths_chain2",TRUE,-0.622085437039241
"Y3P_5195","Maths",3,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,0.648611734493325
"Y3P_5288","Maths",3,1,"LISSANE EDDINE IBN ALKHATIB","27199N","maths_chain2",TRUE,0.0123902958534412
"Y3P_5316","Maths",3,1,"AL FARABI","27200P","maths_chain2",TRUE,0.702371254301948
"Y3P_5348","Maths",3,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","maths_chain2",TRUE,0.292828499680342
"Y3P_5375","Maths",3,0,"E DRISS BENZAKRI","25969B","maths_chain2",TRUE,0.158008853275079
"Y3P_5420","Maths",3,1,"AL FARABI","27200P","maths_chain2",TRUE,-0.321051723435951
"Y3P_6643","Maths",3,1,"ECOLE IBRAHIM ROUDANI","23361S","maths_chain2",TRUE,0.754853543907607
"Y1_120119","Maths",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,-0.4156081299875
"Y3P_1027","Maths",4,1,"IBN BATTOUTA","08086N","maths_chain2",TRUE,0.0123902958534418
"Y3P_1199","Maths",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","maths_chain2",TRUE,-0.0651581191218081
"Y3P_1266","Maths",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","maths_chain2",TRUE,-0.987246089057543
"Y3P_1299","Maths",4,1,"ECOLE MOUAD BEN JABAL","25822S","maths_chain2",TRUE,-0.146310103433408
"Y3P_133","Maths",4,0,"EL FALAH","18168X","maths_chain2",TRUE,-0.987246089057543
"Y3P_1395","Maths",4,1,"AL FARABI","27200P","maths_chain2",TRUE,-0.0651581191218073
"Y3P_1399","Maths",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","maths_chain2",TRUE,0.478615043457717
"Y3P_1510","Maths",4,0,"E ERRAHMA","20901T","maths_chain2",TRUE,-0.515723260829083
"Y3P_1523","Maths",4,1,"ECOLE IBN TOUFAIL","27147G","maths_chain2",TRUE,-0.515723260829084
"Y3P_1549","Maths",4,1,"AL FARABI","27200P","maths_chain2",TRUE,0.0866786789782121
"Y3P_1561","Maths",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","maths_chain2",TRUE,0.754853543907606
"Y3P_1581","Maths",4,0,"E HOMMANE EL FETOUAKI","26461L","maths_chain2",TRUE,-0.622085437039241
"Y3P_1594","Maths",4,0,"E HOMMANE EL FETOUAKI","26461L","maths_chain2",TRUE,0.0123902958534421
"Y3P_1671","Maths",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","maths_chain2",TRUE,-0.231458060142169
"Y3P_1676","Maths",4,1,"ECOLE SIDI ALI","08138V","maths_chain2",TRUE,0.0866786789782123
"Y3P_1694","Maths",4,1,"ECOLE EL KARIA","08207V","maths_chain2",TRUE,0.226646953301277
"Y3P_1703","Maths",4,1,"ABDERRAHMANE HJIRA","24457H","maths_chain2",TRUE,0.593474665809631
"Y3P_1712","Maths",4,1,"ECOLE EL KARIA","08207V","maths_chain2",TRUE,-0.856857441499208
"Y3P_1714","Maths",4,1,"EL MAKKI ENNACIRI","27094Z","maths_chain2",TRUE,-0.0651581191218071
"Y3P_1733","Maths",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","maths_chain2",TRUE,0.536849692132647
"Y3P_1735","Maths",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","maths_chain2",TRUE,0.356762674918497
"Y3P_1744","Maths",4,0,"E ERRAHMA","20901T","maths_chain2",TRUE,-0.415608129987501
"Y3P_1767","Maths",4,1,"ECOLE IBRAHIM ROUDANI","23361S","maths_chain2",TRUE,0.356762674918497
"Y3P_1784","Maths",4,1,"EL MAKKI ENNACIRI","27094Z","maths_chain2",TRUE,0.806150068880982
"Y3P_1791","Maths",4,0,"ABI BAKR ESSADDIK","01727B","maths_chain2",TRUE,0.0123902958534422
"Y3P_1796","Maths",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","maths_chain2",TRUE,-0.231458060142169
"Y3P_1818","Maths",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","maths_chain2",TRUE,0.356762674918497
"Y3P_1821","Maths",4,0,"MOHAMED ZERKTOUNI","18165U","maths_chain2",TRUE,0.356762674918497
"Y3P_1863","Maths",4,1,"ECOLE MOUAD BEN JABAL","25822S","maths_chain2",TRUE,0.536849692132649
"Y3P_1867","Maths",4,1,"IBN BATTOUTA","08086N","maths_chain2",TRUE,-0.622085437039241
"Y3P_1878","Maths",4,1,"ABDERRAHMANE HJIRA","24457H","maths_chain2",TRUE,-0.0651581191218077
"Y3P_1954","Maths",4,1,"ECOLE SIDI ALI","08138V","maths_chain2",TRUE,0.0123902958534422
"Y3P_1979","Maths",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","maths_chain2",TRUE,-0.735490372795395
"Y3P_1988","Maths",4,0,"EL FALAH","18168X","maths_chain2",TRUE,-0.231458060142169
"Y3P_1997","Maths",4,0,"E HOMMANE EL FETOUAKI","26461L","maths_chain2",TRUE,-0.321051723435951
"Y3P_2001","Maths",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,0.292828499680342
"Y3P_2027","Maths",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","maths_chain2",TRUE,0.478615043457718
"Y3P_2093","Maths",4,0,"E HOMMANE EL FETOUAKI","26461L","maths_chain2",TRUE,0.356762674918497
"Y3P_2108","Maths",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","maths_chain2",TRUE,0.012390295853442
"Y3P_2136","Maths",4,0,"E 11 JANVIER","26108C","maths_chain2",TRUE,-0.735490372795395
"Y3P_2154","Maths",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","maths_chain2",TRUE,-0.321051723435951
"Y3P_2221","Maths",4,0,"OUM EL BANINE","26368K","maths_chain2",TRUE,-0.515723260829084
"Y3P_2231","Maths",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","maths_chain2",TRUE,0.70237125430195
"Y3P_2265","Maths",4,1,"AL FARABI","27200P","maths_chain2",TRUE,0.292828499680343
"Y3P_2267","Maths",4,0,"AHMED BOUKMAKH","26501E","maths_chain2",TRUE,-0.735490372795395
"Y3P_2275","Maths",4,0,"ABI BAKR ESSADDIK","01727B","maths_chain2",TRUE,-1.44549451941188
"Y3P_2278","Maths",4,1,"IBN BATTOUTA","08086N","maths_chain2",TRUE,-0.32105172343595
"Y3P_2285","Maths",4,0,"EL FALAH","18168X","maths_chain2",TRUE,0.0866786789782126
"Y3P_2345","Maths",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","maths_chain2",TRUE,-0.856857441499207
"Y3P_2350","Maths",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","maths_chain2",TRUE,0.0866786789782114
"Y3P_2358","Maths",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","maths_chain2",TRUE,-1.44549451941188
"Y3P_2387","Maths",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","maths_chain2",TRUE,0.0866786789782122
"Y3P_2400","Maths",4,1,"IBNOU MISSKAWAIHE","27772L","maths_chain2",TRUE,-1.12787028635287
"Y3P_2407","Maths",4,0,"MOHAMED ZERKTOUNI","18165U","maths_chain2",TRUE,-0.622085437039242
"Y3P_2408","Maths",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","maths_chain2",TRUE,-0.735490372795395
"Y3P_2428","Maths",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","maths_chain2",TRUE,-0.856857441499208
"Y3P_2467","Maths",4,1,"ECOLE IBN TOUFAIL","27147G","maths_chain2",TRUE,-0.0651581191218076
"Y3P_2497","Maths",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","maths_chain2",TRUE,-0.856857441499208
"Y3P_2550","Maths",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,-0.146310103433406
"Y3P_2554","Maths",4,1,"ECOLE IBN TOUFAIL","27147G","maths_chain2",TRUE,-0.415608129987501
"Y3P_2561","Maths",4,1,"IBN BATTOUTA","08086N","maths_chain2",TRUE,0.478615043457718
"Y3P_262","Maths",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","maths_chain2",TRUE,-0.622085437039242
"Y3P_2701","Maths",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","maths_chain2",TRUE,-0.4156081299875
"Y3P_2754","Maths",4,1,"IBN BATTOUTA","08086N","maths_chain2",TRUE,-0.231458060142168
"Y3P_2783","Maths",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","maths_chain2",TRUE,0.702371254301949
"Y3P_2784","Maths",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","maths_chain2",TRUE,-0.856857441499207
"Y3P_2802","Maths",4,0,"E DRISS BENZAKRI","25969B","maths_chain2",TRUE,-1.44549451941188
"Y3P_2812","Maths",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","maths_chain2",TRUE,-0.0651581191218081
"Y3P_2833","Maths",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","maths_chain2",TRUE,-0.146310103433407
"Y3P_2839","Maths",4,1,"ECOLE SIDI ALI","08138V","maths_chain2",TRUE,0.0866786789782126
"Y3P_2843","Maths",4,1,"ECOLE SIDI ALI","08138V","maths_chain2",TRUE,0.478615043457718
"Y3P_2883","Maths",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","maths_chain2",TRUE,-0.146310103433407
"Y3P_2899","Maths",4,0,"OUM EL BANINE","26368K","maths_chain2",TRUE,0.086678678978212
"Y3P_2903","Maths",4,0,"E 11 JANVIER","26108C","maths_chain2",TRUE,0.702371254301952
"Y3P_2920","Maths",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","maths_chain2",TRUE,0.226646953301276
"Y3P_2929","Maths",4,1,"ENNAHDA","18163S","maths_chain2",TRUE,0.478615043457718
"Y3P_2933","Maths",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,-0.0651581191218073
"Y3P_2944","Maths",4,1,"EL MAKKI ENNACIRI","27094Z","maths_chain2",TRUE,0.0123902958534415
"Y3P_2989","Maths",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","maths_chain2",TRUE,-0.622085437039242
"Y3P_3032","Maths",4,0,"CENTRALE EL AOUNATE","08101E","maths_chain2",TRUE,0.593474665809632
"Y3P_3036","Maths",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","maths_chain2",TRUE,0.648611734493326
"Y3P_3050","Maths",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","maths_chain2",TRUE,-0.622085437039242
"Y3P_3079","Maths",4,1,"IBNOU MISSKAWAIHE","27772L","maths_chain2",TRUE,0.0123902958534417
"Y3P_3119","Maths",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","maths_chain2",TRUE,-0.0651581191218065
"Y3P_3209","Maths",4,1,"ENNAHDA","18163S","maths_chain2",TRUE,0.226646953301277
"Y3P_3216","Maths",4,1,"ECOLE TIKNI","08099C","maths_chain2",TRUE,0.856344464972152
"Y3P_3232","Maths",4,1,"ECOLE MOUAD BEN JABAL","25822S","maths_chain2",TRUE,0.158008853275081
"Y3P_3237","Maths",4,0,"ABI BAKR ESSADDIK","01727B","maths_chain2",TRUE,0.648611734493325
"Y3P_3240","Maths",4,1,"ECOLE IBRAHIM ROUDANI","23361S","maths_chain2",TRUE,0.292828499680343
"Y3P_3246","Maths",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","maths_chain2",TRUE,0.478615043457718
"Y3P_3249","Maths",4,1,"IBNOU MISSKAWAIHE","27772L","maths_chain2",TRUE,0.536849692132647
"Y3P_3270","Maths",4,0,"E ERRAHMA","20901T","maths_chain2",TRUE,0.292828499680343
"Y3P_3277","Maths",4,0,"MOHAMED ZERKTOUNI","18165U","maths_chain2",TRUE,0.226646953301276
"Y3P_3280","Maths",4,1,"ENNAHDA","18163S","maths_chain2",TRUE,0.292828499680343
"Y3P_3288","Maths",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","maths_chain2",TRUE,0.226646953301277
"Y3P_3293","Maths",4,1,"AL FARABI","27200P","maths_chain2",TRUE,0.856344464972156
"Y3P_3295","Maths",4,1,"ENNAHDA","18163S","maths_chain2",TRUE,0.59347466580963
"Y3P_3300","Maths",4,1,"AL FARABI","27200P","maths_chain2",TRUE,0.536849692132647
"Y3P_3343","Maths",4,0,"OULED SIDI ABDENNEBI","01738N","maths_chain2",TRUE,0.478615043457717
"Y3P_3344","Maths",4,0,"OULED SIDI ABDENNEBI","01738N","maths_chain2",TRUE,0.536849692132647
"Y3P_3354","Maths",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","maths_chain2",TRUE,-0.231458060142169
"Y3P_3369","Maths",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","maths_chain2",TRUE,0.226646953301277
"Y3P_3371","Maths",4,0,"OULED SIDI ABDENNEBI","01738N","maths_chain2",TRUE,0.478615043457718
"Y3P_3375","Maths",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","maths_chain2",TRUE,0.85634446497215
"Y3P_3396","Maths",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","maths_chain2",TRUE,-0.856857441499207
"Y3P_3402","Maths",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","maths_chain2",TRUE,-0.856857441499207
"Y3P_3406","Maths",4,0,"OULED SIDI ABDENNEBI","01738N","maths_chain2",TRUE,-0.987246089057543
"Y3P_3412","Maths",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","maths_chain2",TRUE,0.59347466580963
"Y3P_3422","Maths",4,0,"OUM EL BANINE","26368K","maths_chain2",TRUE,0.418635931579501
"Y3P_3424","Maths",4,1,"ENNAHDA","18163S","maths_chain2",TRUE,0.536849692132647
"Y3P_3438","Maths",4,0,"ABI BAKR ESSADDIK","01727B","maths_chain2",TRUE,-1.12787028635287
"Y3P_3442","Maths",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","maths_chain2",TRUE,-1.28010727746208
"Y3P_3455","Maths",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","maths_chain2",TRUE,-0.622085437039242
"Y3P_3458","Maths",4,0,"CENTRALE EL AOUNATE","08101E","maths_chain2",TRUE,-1.28010727746208
"Y3P_3459","Maths",4,0,"CENTRALE EL AOUNATE","08101E","maths_chain2",TRUE,0.226646953301277
"Y3P_3463","Maths",4,0,"CENTRALE EL AOUNATE","08101E","maths_chain2",TRUE,0.418635931579501
"Y3P_3487","Maths",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","maths_chain2",TRUE,-0.735490372795395
"Y3P_3511","Maths",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","maths_chain2",TRUE,-0.065158119121808
"Y3P_3518","Maths",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","maths_chain2",TRUE,0.292828499680343
"Y3P_3524","Maths",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","maths_chain2",TRUE,-0.0651581191218073
"Y3P_3531","Maths",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","maths_chain2",TRUE,-0.987246089057543
"Y3P_3533","Maths",4,1,"ECOLE IBRAHIM ROUDANI","23361S","maths_chain2",TRUE,0.648611734493324
"Y3P_3534","Maths",4,1,"ECOLE IBRAHIM ROUDANI","23361S","maths_chain2",TRUE,0.0866786789782115
"Y3P_3539","Maths",4,1,"EL MAKKI ENNACIRI","27094Z","maths_chain2",TRUE,0.0123902958534417
"Y3P_3540","Maths",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","maths_chain2",TRUE,-0.146310103433407
"Y3P_3547","Maths",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","maths_chain2",TRUE,0.226646953301277
"Y3P_3550","Maths",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","maths_chain2",TRUE,0.418635931579501
"Y3P_3558","Maths",4,0,"E OUKBA BNOU NAFII","25341U","maths_chain2",TRUE,0.536849692132648
"Y3P_3564","Maths",4,0,"E OUKBA BNOU NAFII","25341U","maths_chain2",TRUE,0.226646953301278
"Y3P_3566","Maths",4,0,"E OUKBA BNOU NAFII","25341U","maths_chain2",TRUE,0.356762674918498
"Y3P_3584","Maths",4,0,"E OUKBA BNOU NAFII","25341U","maths_chain2",TRUE,0.292828499680343
"Y3P_3589","Maths",4,0,"MOHAMED ZERKTOUNI","18165U","maths_chain2",TRUE,-0.321051723435951
"Y3P_3590","Maths",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","maths_chain2",TRUE,-0.856857441499207
"Y3P_3601","Maths",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","maths_chain2",TRUE,0.593474665809631
"Y3P_3612","Maths",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","maths_chain2",TRUE,0.356762674918497
"Y3P_3616","Maths",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","maths_chain2",TRUE,0.292828499680344
"Y3P_3621","Maths",4,0,"EL FALAH","18168X","maths_chain2",TRUE,-0.622085437039242
"Y3P_3638","Maths",4,0,"E 11 JANVIER","26108C","maths_chain2",TRUE,-0.0651581191218081
"Y3P_3650","Maths",4,0,"E 11 JANVIER","26108C","maths_chain2",TRUE,0.356762674918497
"Y3P_3656","Maths",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","maths_chain2",TRUE,0.648611734493324
"Y3P_3663","Maths",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","maths_chain2",TRUE,0.292828499680343
"Y3P_3664","Maths",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","maths_chain2",TRUE,0.356762674918497
"Y3P_3670","Maths",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","maths_chain2",TRUE,0.356762674918497
"Y3P_3690","Maths",4,1,"ECOLE MOUAD BEN JABAL","25822S","maths_chain2",TRUE,-0.515723260829084
"Y3P_3707","Maths",4,1,"ECOLE SIDI ALI","08138V","maths_chain2",TRUE,-0.146310103433406
"Y3P_3709","Maths",4,1,"ABDERRAHMANE HJIRA","24457H","maths_chain2",TRUE,0.536849692132647
"Y3P_3722","Maths",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","maths_chain2",TRUE,-0.856857441499207
"Y3P_3723","Maths",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","maths_chain2",TRUE,-0.987246089057543
"Y3P_3730","Maths",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","maths_chain2",TRUE,-0.987246089057543
"Y3P_3740","Maths",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","maths_chain2",TRUE,0.0123902958534426
"Y3P_3741","Maths",4,1,"ECOLE TIKNI","08099C","maths_chain2",TRUE,0.70237125430195
"Y3P_3756","Maths",4,1,"ECOLE TIKNI","08099C","maths_chain2",TRUE,0.226646953301278
"Y3P_3757","Maths",4,0,"MOHAMED ZERKTOUNI","18165U","maths_chain2",TRUE,-0.515723260829084
"Y3P_3764","Maths",4,1,"IBNOU MISSKAWAIHE","27772L","maths_chain2",TRUE,0.15800885327508
"Y3P_3766","Maths",4,0,"AHMED BOUKMAKH","26501E","maths_chain2",TRUE,0.418635931579502
"Y3P_3767","Maths",4,0,"E DRISS BENZAKRI","25969B","maths_chain2",TRUE,0.478615043457717
"Y3P_3768","Maths",4,1,"ECOLE EL KARIA","08207V","maths_chain2",TRUE,-0.231458060142169
"Y3P_3770","Maths",4,1,"ECOLE EL KARIA","08207V","maths_chain2",TRUE,0.0123902958534417
"Y3P_3780","Maths",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","maths_chain2",TRUE,0.0866786789782116
"Y3P_3789","Maths",4,1,"EL MAKKI ENNACIRI","27094Z","maths_chain2",TRUE,-0.0651581191218063
"Y3P_3793","Maths",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","maths_chain2",TRUE,0.478615043457717
"Y3P_3797","Maths",4,1,"ECOLE MOUAD BEN JABAL","25822S","maths_chain2",TRUE,0.536849692132648
"Y3P_3799","Maths",4,0,"AHMED BOUKMAKH","26501E","maths_chain2",TRUE,-0.231458060142169
"Y3P_3802","Maths",4,0,"EL FALAH","18168X","maths_chain2",TRUE,0.356762674918496
"Y3P_3809","Maths",4,0,"AHMED BOUKMAKH","26501E","maths_chain2",TRUE,0.15800885327508
"Y3P_3811","Maths",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","maths_chain2",TRUE,-0.146310103433407
"Y3P_3812","Maths",4,1,"ECOLE TIKNI","08099C","maths_chain2",TRUE,0.356762674918497
"Y3P_3820","Maths",4,0,"CENTRALE EL AOUNATE","08101E","maths_chain2",TRUE,-0.515723260829084
"Y3P_3823","Maths",4,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","maths_chain2",TRUE,0.648611734493325
"Y3P_3837","Maths",4,0,"AHMED BOUKMAKH","26501E","maths_chain2",TRUE,-0.622085437039241
"Y3P_3856","Maths",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","maths_chain2",TRUE,0.478615043457716
"Y3P_3869","Maths",4,0,"OUM EL BANINE","26368K","maths_chain2",TRUE,0.292828499680343
"Y3P_3873","Maths",4,0,"ABI BAKR ESSADDIK","01727B","maths_chain2",TRUE,-0.856857441499207
"Y3P_3887","Maths",4,0,"E ERRAHMA","20901T","maths_chain2",TRUE,0.226646953301277
"Y3P_3889","Maths",4,0,"E ERRAHMA","20901T","maths_chain2",TRUE,-1.12787028635287
"Y3P_3899","Maths",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","maths_chain2",TRUE,-1.44549451941188
"Y3P_3914","Maths",4,1,"ABDERRAHMANE HJIRA","24457H","maths_chain2",TRUE,0.0866786789782121
"Y3P_3935","Maths",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","maths_chain2",TRUE,-0.515723260829084
"Y3P_3965","Maths",4,0,"E DRISS BENZAKRI","25969B","maths_chain2",TRUE,0.292828499680342
"Y3P_3969","Maths",4,0,"E DRISS BENZAKRI","25969B","maths_chain2",TRUE,-0.4156081299875
"Y3P_3973","Maths",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","maths_chain2",TRUE,-0.146310103433407
"Y3P_3976","Maths",4,0,"E DRISS BENZAKRI","25969B","maths_chain2",TRUE,-0.856857441499207
"Y3P_3993","Maths",4,1,"ECOLE IBN TOUFAIL","27147G","maths_chain2",TRUE,0.226646953301277
"Y3P_4005","Maths",4,0,"E HOMMANE EL FETOUAKI","26461L","maths_chain2",TRUE,0.356762674918496
"Y3P_4007","Maths",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","maths_chain2",TRUE,-0.231458060142169
"Y3P_4023","Maths",4,1,"ABDERRAHMANE HJIRA","24457H","maths_chain2",TRUE,0.593474665809632
"Y3P_4032","Maths",4,0,"OUM EL BANINE","26368K","maths_chain2",TRUE,-0.146310103433407
"Y3P_4036","Maths",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","maths_chain2",TRUE,0.593474665809632
"Y3P_4070","Maths",4,1,"IBNOU MISSKAWAIHE","27772L","maths_chain2",TRUE,0.648611734493326
"Y3P_4071","Maths",4,0,"E 11 JANVIER","26108C","maths_chain2",TRUE,0.226646953301276
"Y3P_4088","Maths",4,0,"E OUKBA BNOU NAFII","25341U","maths_chain2",TRUE,0.012390295853442
"Y3P_4092","Maths",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","maths_chain2",TRUE,0.593474665809633
"Y3P_4117","Maths",4,1,"ECOLE IBRAHIM ROUDANI","23361S","maths_chain2",TRUE,0.0123902958534415
"Y3P_4149","Maths",4,0,"OULED SIDI ABDENNEBI","01738N","maths_chain2",TRUE,0.418635931579501
"Y3P_496","Maths",4,1,"ECOLE EL KARIA","08207V","maths_chain2",TRUE,-0.987246089057542
"Y3P_599","Maths",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","maths_chain2",TRUE,-0.856857441499208
"Y3P_62","Maths",4,1,"ECOLE TIKNI","08099C","maths_chain2",TRUE,-0.0651581191218064
"Y3P_623","Maths",4,1,"ECOLE IBN TOUFAIL","27147G","maths_chain2",TRUE,0.226646953301277
"Y3P_773","Maths",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","maths_chain2",TRUE,-0.415608129987501
"Y3P_1052","Maths",5,1,"IBNOU MISSKAWAIHE","27772L","maths_chain2",TRUE,0.356762674918498
"Y3P_1084","Maths",5,1,"ABDERRAHMANE HJIRA","24457H","maths_chain2",TRUE,0.593474665809628
"Y3P_116","Maths",5,1,"EL MAKKI ENNACIRI","27094Z","maths_chain2",TRUE,-1.44549451941188
"Y3P_1161","Maths",5,1,"ECOLE SIDI ALI","08138V","maths_chain2",TRUE,0.0866786789782119
"Y3P_1165","Maths",5,0,"E HOMMANE EL FETOUAKI","26461L","maths_chain2",TRUE,-0.987246089057543
"Y3P_1220","Maths",5,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","maths_chain2",TRUE,-0.515723260829084
